screening_id,candidate_identity,known_item,title,source,year,doi,identifier,ai_term_hits,writing_term_hits,screening_decision,screening_reason,reviewer_1,reviewer_2,adjudication,exclusion_code,full_text_url,full_text_verified,screening_notes,selected_for_manual_review
S-0099,doi:10 18653 v1 2026 eacl long 358,no,Active Generalized Category Discovery with Diverse {LLM} Feedback,manual-import,2026,10.18653/v1/2026.eacl-long.358,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0100,doi:10 1162 tacl a 36,no,Active Knowledge Structuring for Large Language Models in Materials Science Text Mining,manual-import,2025,10.1162/tacl.a.36,,2,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0101,doi:10 18653 v1 2025 emnlp main 150,no,Active Layer-Contrastive Decoding Reduces Hallucination in Large Language Model Generation,manual-import,2025,10.18653/v1/2025.emnlp-main.150,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0102,title:active learning framework inclusive generation by large language models,no,An Active Learning Framework for Inclusive Generation by Large Language Models,manual-import,2025,,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0103,doi:10 18653 v1 2023 findings emnlp 334,no,Active Learning Principles for In-Context Learning with Large Language Models,manual-import,2023,10.18653/v1/2023.findings-emnlp.334,,2,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0104,doi:10 18653 v1 2024 acl long 73,no,Active Prompting with Chain-of-Thought for Large Language Models,manual-import,2024,10.18653/v1/2024.acl-long.73,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0105,doi:10 1108 ijilt 07 2024 0141,no,Activity theory as framework for analysis of workplace learning technologies: the case of generative AI conversational agents,crossref,2025,10.1108/ijilt-07-2024-0141,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0106,doi:10 18653 v1 2026 findings eacl 104,no,"Actors, Frames and Arguments: A Multi-Decade Computational Analysis of Climate Discourse in Financial News using Large Language Models",manual-import,2026,10.18653/v1/2026.findings-eacl.104,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0107,doi:10 18653 v1 2021 naacl industry 33,no,Ad Headline Generation using Self-Critical Masked Language Model,manual-import,2021,10.18653/v1/2021.naacl-industry.33,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0108,title:ad hoc concept forming game codenames as means evaluating large language models,no,Ad-hoc Concept Forming in the Game Codenames as a Means for Evaluating Large Language Models,manual-import,2025,,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0109,doi:10 18653 v1 2023 acl long 471,no,{AD}-{KD}: Attribution-Driven Knowledge Distillation for Language Model Compression,manual-import,2023,10.18653/v1/2023.acl-long.471,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0110,doi:10 18653 v1 2025 findings acl 79,no,{AD}-{LLM}: Benchmarking Large Language Models for Anomaly Detection,manual-import,2025,10.18653/v1/2025.findings-acl.79,,3,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0111,doi:10 18653 v1 2024 findings naacl 264,no,{AD}a{PT}: As-Needed Decomposition and Planning with Language Models,manual-import,2024,10.18653/v1/2024.findings-naacl.264,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0112,doi:10 1017 cbo9780511558665,no,Adam Smith's Politics,crossref,1978,10.1017/cbo9780511558665,,0,2,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0113,title:adapt at ijcnlp 2017 task 4 multinomial naive b ayes classification approach customer feedback analysis task,no,{ADAPT} at {IJCNLP}-2017 Task 4: A Multinomial Naive {B}ayes Classification Approach for Customer Feedback Analysis task,manual-import,2017,,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0114,doi:10 18653 v1 2021 findings acl 40,no,"Adapt-and-Distill: Developing Small, Fast and Effective Pretrained Language Models for Domains",manual-import,2021,10.18653/v1/2021.findings-acl.40,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0115,title:adapt or get left behind domain adaptation through bert language model finetuning aspect target sentiment classification,no,Adapt or Get Left Behind: Domain Adaptation through {BERT} Language Model Finetuning for Aspect-Target Sentiment Classification,manual-import,2020,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0116,doi:10 18653 v1 2024 emnlp main 1090,no,Adaptable Moral Stances of Large Language Models on Sexist Content: Implications for Society and Gender Discourse,manual-import,2024,10.18653/v1/2024.emnlp-main.1090,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0117,doi:10 18653 v1 2023 findings acl 73,no,Adaptation Approaches for Nearest Neighbor Language Models,manual-import,2023,10.18653/v1/2023.findings-acl.73,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0118,title:adaptation corpus platform s cien q uest assistance writing second language adaptation de la plateforme corporale s cien q uest pour l aide la r e daction en langue seconde f rench,no,Adaptation of the corpus platform {S}cien{Q}uest for assistance to writing in a second language (Adaptation de la plateforme corporale {S}cien{Q}uest pour l{'}aide {\`a} la r{\'e}daction en langue seconde) [in {F}rench],manual-import,2013,,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0119,title:adaptation data selection using neural language models experiments machine translation,no,Adaptation Data Selection using Neural Language Models: Experiments in Machine Translation,manual-import,2013,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0120,doi:10 18653 v1 2025 naacl tutorial 5,no,Adaptation of Large Language Models,manual-import,2025,10.18653/v1/2025.naacl-tutorial.5,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0121,doi:10 1891 1540 4153 13 1 38,no,The Adapted Model of Institutional Support for Hispanic Student Degree Completion: Revisions and Recommendations,crossref,2015,10.1891/1540-4153.13.1.38,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0122,doi:10 31235 osf io ejqan,no,Adapting to AI: How Will Generative AI Affect Work? How Should We Respond?,crossref,2024,10.31235/osf.io/ejqan,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0123,title:adapting concept translation memory authoring memory controlled language writing environment,no,Adapting the Concept of `Translation Memory' to `Authoring Memory' for a Controlled Language Writing Environment,manual-import,1999,,,0,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0124,doi:10 18653 v1 2024 findings naacl 95,no,Adapting Fake News Detection to the Era of Large Language Models,manual-import,2024,10.18653/v1/2024.findings-naacl.95,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0125,doi:10 18653 v1 2025 arabicnlp main 1,no,"Adapting Falcon3-7{B} Language Model for {A}rabic: Methods, Challenges, and Outcomes",manual-import,2025,10.18653/v1/2025.arabicnlp-main.1,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0126,doi:10 18653 v1 2020 coling main 251,no,Adapting a Language Model for Controlled Affective Text Generation,manual-import,2020,10.18653/v1/2020.coling-main.251,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0127,doi:10 18653 v1 2022 emnlp main 693,no,Adapting a Language Model While Preserving its General Knowledge,manual-import,2022,10.18653/v1/2022.emnlp-main.693,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,yes
S-0128,doi:10 18653 v1 2023 emnlp main 232,no,Adapting Language Models to Compress Contexts,manual-import,2023,10.18653/v1/2023.emnlp-main.232,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0129,title:adapting language models when training privacy transformed data,no,Adapting Language Models When Training on Privacy-Transformed Data,manual-import,2022,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0130,doi:10 18653 v1 2021 findings emnlp 244,no,Adapting Language Models for Zero-shot Learning by Meta-tuning on Dataset and Prompt Collections,manual-import,2021,10.18653/v1/2021.findings-emnlp.244,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0131,doi:10 18653 v1 2025 findings emnlp 826,no,Adapting Large Language Models for Character-based Augmentative and Alternative Communication,manual-import,2025,10.18653/v1/2025.findings-emnlp.826,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0132,doi:10 18653 v1 2025 conll 1 13,no,Adapting Large Language Models for Movie Domain with Narrative Understanding Tasks,manual-import,2025,10.18653/v1/2025.conll-1.13,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0133,doi:10 18653 v1 2025 findings naacl 339,no,Adapting {LLM} Agents with Universal Communication Feedback,manual-import,2025,10.18653/v1/2025.findings-naacl.339,,1,1,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0134,doi:10 18653 v1 2020 findings emnlp 216,no,Adapting Open Domain Fact Extraction and Verification to {COVID}-{FACT} through In-Domain Language Modeling,manual-import,2020,10.18653/v1/2020.findings-emnlp.216,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0135,doi:10 18653 v1 2024 mrl 1 3,no,Adapting Open-Source Generative Large Language Models for Low-Resource Languages: A Case Study for {T}urkish,manual-import,2024,10.18653/v1/2024.mrl-1.3,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0136,title:adapting pre trained language models frican languages via multilingual adaptive fine tuning,no,Adapting Pre-trained Language Models to {A}frican Languages via Multilingual Adaptive Fine-Tuning,manual-import,2022,,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0137,doi:10 18653 v1 2026 eacl industry 38,no,Adapting Vision-Language Models for {E}-commerce Understanding at Scale,manual-import,2026,10.18653/v1/2026.eacl-industry.38,,1,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
S-0138,title:adaption evaluation generative large language models g erman medical information extraction,no,Adaption and Evaluation of Generative Large Language Models for {G}erman Medical Information Extraction,manual-import,2025,,,2,0,manual-screen-required,Candidate contains configured AI/writing terms; title/abstract screening and full-text eligibility remain outstanding.,,,,,,no,,no
